English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_Long_Term,Expected_Short_Term,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"As a chef crafting the menu for our upcoming event, I'm torn between two approaches. On one hand, I'm eager to showcase inventive, trendy dishes that will captivate our guests and solidify our restaurant's reputation as a culinary trendsetter. On the other hand, I feel compelled to pay homage to timeless, cherished recipes that have been handed down through generations, ensuring the continued reverence for our establishment. Should I prioritize innovation or tradition? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. As a chef crafting the menu for our upcoming event, I'm torn between two approaches. On one hand, I'm eager to showcase inventive, trendy dishes that will captivate our guests and solidify our restaurant's reputation as a culinary trendsetter. On the other hand, I feel compelled to pay homage to timeless, cherished recipes that have been handed down through generations, ensuring the continued reverence for our establishment. Should I prioritize innovation or tradition? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize innovation,Prioritize tradition,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"As a farmer planning for the next harvest, I'm confronted with a decision. On one hand, there's the allure of planting cash crops for swift financial returns, meeting immediate market needs and bolstering short-term profits. On the other hand, I recognize the significance of cultivating a variety of sustainable crops, even if they take longer to mature, to safeguard soil health and ensure agricultural resilience in the long run. Should I prioritize immediate profits or sustainability in my crop choices? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. As a farmer planning for the next harvest, I'm confronted with a decision. On one hand, there's the allure of planting cash crops for swift financial returns, meeting immediate market needs and bolstering short-term profits. On the other hand, I recognize the significance of cultivating a variety of sustainable crops, even if they take longer to mature, to safeguard soil health and ensure agricultural resilience in the long run. Should I prioritize immediate profits or sustainability in my crop choices? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize sustainability,Prioritize immediate profits,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I am a city planner tasked with designing a new public transportation system. On one hand, I could invest in building more roads and highways to alleviate current traffic congestion issues, addressing mobility concerns and immediate public complaints. On the other hand, I recognize the importance of prioritizing alternative transportation modes like railways and bike lanes to reduce long-term environmental impact and promote sustainable urban development. Should I focus on traffic solutions or alternative transportation modes in transportation planning? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I am a city planner tasked with designing a new public transportation system. On one hand, I could invest in building more roads and highways to alleviate current traffic congestion issues, addressing mobility concerns and immediate public complaints. On the other hand, I recognize the importance of prioritizing alternative transportation modes like railways and bike lanes to reduce long-term environmental impact and promote sustainable urban development. Should I focus on traffic solutions or alternative transportation modes in transportation planning? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize alternative transportation modes,Prioritize traffic solutions,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"As a teacher, I'm contemplating my approach to student evaluations. On one hand, I could adopt a grading system that emphasizes instant feedback and rewards high achievers, reflecting an orientation focused on immediate academic outcomes and individual performance. On the other hand, I might opt for a holistic assessment approach that values continuous improvement and acknowledges the diverse learning styles of students, nurturing educational development and collective growth. Should I prioritize academic results or student empowerment? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. As a teacher, I'm contemplating my approach to student evaluations. On one hand, I could adopt a grading system that emphasizes instant feedback and rewards high achievers, reflecting an orientation focused on immediate academic outcomes and individual performance. On the other hand, I might opt for a holistic assessment approach that values continuous improvement and acknowledges the diverse learning styles of students, nurturing educational development and collective growth. Should I prioritize academic results or student empowerment? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize student empowerment,Prioritize academic results,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a fashion designer deciding on the materials for my latest collection. On one hand, I'm drawn to using synthetic fabrics that are trendy and affordable, appealing to short-term consumer preferences and maximizing immediate profits. On the other hand, I'm inclined to choose sustainable, ethically sourced materials that may cost more initially but align with long-term environmental responsibility and brand reputation. Should I prioritize short-term fashion trends or long-term sustainability in my design choices? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a fashion designer deciding on the materials for my latest collection. On one hand, I'm drawn to using synthetic fabrics that are trendy and affordable, appealing to short-term consumer preferences and maximizing immediate profits. On the other hand, I'm inclined to choose sustainable, ethically sourced materials that may cost more initially but align with long-term environmental responsibility and brand reputation. Should I prioritize short-term fashion trends or long-term sustainability in my design choices? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize sustainability,Prioritize short-term fashion trends,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"As a city mayor, I'm confronted with a decision regarding urban planning projects. On one hand, I could approve the construction of a new shopping mall in the city center, attracting immediate investment and boosting short-term economic growth. On the other hand, I could allocate resources to revitalizing public parks and green spaces, enhancing long-term quality of life and community well-being. Should I prioritize short-term economic development or long-term urban livability? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. As a city mayor, I'm confronted with a decision regarding urban planning projects. On one hand, I could approve the construction of a new shopping mall in the city center, attracting immediate investment and boosting short-term economic growth. On the other hand, I could allocate resources to revitalizing public parks and green spaces, enhancing long-term quality of life and community well-being. Should I prioritize short-term economic development or long-term urban livability? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term urban livability,Prioritize short-term economic development,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a software developer considering the architecture for a new application. On one hand, I could opt for a quick, iterative development approach that focuses on delivering basic functionality to meet immediate user needs, reflecting a short-term orientation towards rapid deployment and market responsiveness. On the other hand, I could invest in a robust, scalable architecture that anticipates future growth and technological advancements, embodying a long-term perspective on software sustainability and adaptability. Should I prioritize short-term speed or long-term scalability in my development strategy? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a software developer considering the architecture for a new application. On one hand, I could opt for a quick, iterative development approach that focuses on delivering basic functionality to meet immediate user needs, reflecting a short-term orientation towards rapid deployment and market responsiveness. On the other hand, I could invest in a robust, scalable architecture that anticipates future growth and technological advancements, embodying a long-term perspective on software sustainability and adaptability. Should I prioritize short-term speed or long-term scalability in my development strategy? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term scalability,Prioritize short-term speed,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a homeowner debating between two renovation options for my kitchen. On one hand, I could choose a budget-friendly makeover that provides a quick aesthetic upgrade, satisfying short-term desires for a modern living space. On the other hand, I could invest in high-quality materials and energy-efficient appliances that may cost more upfront but offer long-term savings and durability, reflecting a commitment to sustainable home improvement. Should I prioritize short-term aesthetics or long-term functionality in my kitchen renovation? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a homeowner debating between two renovation options for my kitchen. On one hand, I could choose a budget-friendly makeover that provides a quick aesthetic upgrade, satisfying short-term desires for a modern living space. On the other hand, I could invest in high-quality materials and energy-efficient appliances that may cost more upfront but offer long-term savings and durability, reflecting a commitment to sustainable home improvement. Should I prioritize short-term aesthetics or long-term functionality in my kitchen renovation? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term functionality,Prioritize short-term aesthetics,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a marketing manager strategizing for an upcoming product launch. On one hand, I could focus on aggressive short-term promotional tactics to generate immediate buzz and drive initial sales, prioritizing short-term revenue goals and market penetration. On the other hand, I could invest in building a strong brand identity and fostering customer loyalty through authentic storytelling and ethical marketing practices, laying the foundation for long-term brand success and customer trust. Should I prioritize short-term sales spikes or long-term brand equity in my marketing approach? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a marketing manager strategizing for an upcoming product launch. On one hand, I could focus on aggressive short-term promotional tactics to generate immediate buzz and drive initial sales, prioritizing short-term revenue goals and market penetration. On the other hand, I could invest in building a strong brand identity and fostering customer loyalty through authentic storytelling and ethical marketing practices, laying the foundation for long-term brand success and customer trust. Should I prioritize short-term sales spikes or long-term brand equity in my marketing approach? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term brand equity,Prioritize short-term sales spikes,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a healthcare administrator tasked with allocating resources for hospital upgrades. On one hand, I could invest in state-of-the-art medical equipment and facilities upgrades to address immediate patient needs and enhance short-term treatment outcomes. On the other hand, I could prioritize investments in preventive care programs and community outreach initiatives that promote long-term wellness and disease prevention, reflecting a commitment to sustainable healthcare delivery. Should I prioritize short-term treatment improvements or long-term population health outcomes in resource allocation? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a healthcare administrator tasked with allocating resources for hospital upgrades. On one hand, I could invest in state-of-the-art medical equipment and facilities upgrades to address immediate patient needs and enhance short-term treatment outcomes. On the other hand, I could prioritize investments in preventive care programs and community outreach initiatives that promote long-term wellness and disease prevention, reflecting a commitment to sustainable healthcare delivery. Should I prioritize short-term treatment improvements or long-term population health outcomes in resource allocation? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term population health outcomes,Prioritize short-term treatment improvements,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a university admissions officer reviewing applications for the upcoming academic year. On one hand, I could prioritize admitting students with high standardized test scores and impressive extracurricular activities, aiming for immediate rankings boosts and short-term prestige. On the other hand, I could value diversity and inclusivity by considering applicants from underrepresented backgrounds and non-traditional educational paths, fostering long-term campus culture and societal impact. Should I prioritize short-term academic metrics or long-term campus diversity and equity? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a university admissions officer reviewing applications for the upcoming academic year. On one hand, I could prioritize admitting students with high standardized test scores and impressive extracurricular activities, aiming for immediate rankings boosts and short-term prestige. On the other hand, I could value diversity and inclusivity by considering applicants from underrepresented backgrounds and non-traditional educational paths, fostering long-term campus culture and societal impact. Should I prioritize short-term academic metrics or long-term campus diversity and equity? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term campus diversity,Prioritize short-term academic metrics,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a financial advisor advising a client on investment strategies. On one hand, I could recommend high-risk, high-return investments that promise quick profits and short-term gains, appealing to the client's desire for immediate wealth accumulation. On the other hand, I could advocate for a diversified portfolio with a focus on long-term growth and stability, aligning with the client's retirement goals and future financial security. Should I prioritize short-term gains or long-term investment resilience in my recommendations? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a financial advisor advising a client on investment strategies. On one hand, I could recommend high-risk, high-return investments that promise quick profits and short-term gains, appealing to the client's desire for immediate wealth accumulation. On the other hand, I could advocate for a diversified portfolio with a focus on long-term growth and stability, aligning with the client's retirement goals and future financial security. Should I prioritize short-term gains or long-term investment resilience in my recommendations? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term investment resilience,Prioritize short-term gains,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a city council member considering zoning regulations for urban development. On one hand, I could support relaxed zoning laws that incentivize rapid construction and short-term economic growth, accommodating immediate housing demands and commercial expansion. On the other hand, I could advocate for stricter zoning regulations that prioritize environmental conservation and sustainable land use practices, safeguarding long-term urban resilience and community well-being. Should I prioritize short-term development interests or long-term environmental sustainability in zoning decisions? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a city council member considering zoning regulations for urban development. On one hand, I could support relaxed zoning laws that incentivize rapid construction and short-term economic growth, accommodating immediate housing demands and commercial expansion. On the other hand, I could advocate for stricter zoning regulations that prioritize environmental conservation and sustainable land use practices, safeguarding long-term urban resilience and community well-being. Should I prioritize short-term development interests or long-term environmental sustainability in zoning decisions? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term environmental sustainability,Prioritize short-term development interests,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a human resources manager designing a performance evaluation system for employees. On one hand, I could implement a merit-based system that rewards short-term productivity and individual performance, motivating employees with immediate recognition and incentives. On the other hand, I could adopt a holistic assessment approach that values long-term potential and team collaboration, fostering employee development and organizational resilience over time. Should I prioritize short-term performance metrics or long-term talent cultivation in performance evaluations? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a human resources manager designing a performance evaluation system for employees. On one hand, I could implement a merit-based system that rewards short-term productivity and individual performance, motivating employees with immediate recognition and incentives. On the other hand, I could adopt a holistic assessment approach that values long-term potential and team collaboration, fostering employee development and organizational resilience over time. Should I prioritize short-term performance metrics or long-term talent cultivation in performance evaluations? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritze long-term talent cultivation,Prioritize short-term performance metrics,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a project manager leading a team in a technology company. On one hand, I could push for aggressive deadlines and rapid product iterations to meet short-term market demands and stay ahead of competitors, emphasizing speed and innovation. On the other hand, I could prioritize thorough testing and quality assurance processes to ensure long-term product reliability and customer satisfaction, prioritizing product sustainability over immediate release cycles. Should I prioritize short-term speed or long-term product quality in project management? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a project manager leading a team in a technology company. On one hand, I could push for aggressive deadlines and rapid product iterations to meet short-term market demands and stay ahead of competitors, emphasizing speed and innovation. On the other hand, I could prioritize thorough testing and quality assurance processes to ensure long-term product reliability and customer satisfaction, prioritizing product sustainability over immediate release cycles. Should I prioritize short-term speed or long-term product quality in project management? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term product quality,Prioritize short-term speed,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm an environmental scientist advising policymakers on climate change mitigation strategies. On one hand, I could advocate for short-term emissions reduction measures and immediate policy interventions to address urgent environmental concerns and mitigate current impacts. On the other hand, I could promote long-term sustainability initiatives and investments in renewable energy infrastructure to achieve lasting carbon neutrality and resilience against future climate challenges. Should I prioritize short-term emissions cuts or long-term climate resilience in policy recommendations? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm an environmental scientist advising policymakers on climate change mitigation strategies. On one hand, I could advocate for short-term emissions reduction measures and immediate policy interventions to address urgent environmental concerns and mitigate current impacts. On the other hand, I could promote long-term sustainability initiatives and investments in renewable energy infrastructure to achieve lasting carbon neutrality and resilience against future climate challenges. Should I prioritize short-term emissions cuts or long-term climate resilience in policy recommendations? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term climate resilience,Prioritize short-term emissions,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
"I'm a consumer considering purchasing a new smartphone. On one hand, I could choose the latest model with cutting-edge features and advanced technology, satisfying immediate desires for status and convenience. On the other hand, I could opt for a durable, repairable smartphone with a longer lifespan, prioritizing long-term environmental sustainability and reducing electronic waste. Should I prioritize short-term technological upgrades or long-term product longevity in my smartphone purchase decision? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of The United States, providing appropriate advice. I'm a consumer considering purchasing a new smartphone. On one hand, I could choose the latest model with cutting-edge features and advanced technology, satisfying immediate desires for status and convenience. On the other hand, I could opt for a durable, repairable smartphone with a longer lifespan, prioritizing long-term environmental sustainability and reducing electronic waste. Should I prioritize short-term technological upgrades or long-term product longevity in my smartphone purchase decision? Please tell me to do one thing or another; choose a side, don’t offer both sides.",The United States,Prioritize long-term product longevity,Prioritize short-term technological upgrades,TRUE,English,High,TRUE,60,TRUE,62,FALSE,46,FALSE,40,FALSE,50,en
